material,tool_material,coolant,tool_diameter_mm,num_flutes,cutting_speed_m_min,feed_per_tooth_mm,axial_depth_mm,radial_depth_mm,rpm,table_feed_mm_min,mrr_cm3_min,torque_Nm,tool_life_min,machining_time_min,VB_mm
FC250,hss,dry,8,6,81.2,0.222,9.82,28.45,3231.0,4310.0,1203.45,71130.54,11.2,8.1,0.1984
FC250,hss,water_soluble,20,4,84.3,0.13,7.75,22.36,1342.0,700.0,121.32,17261.75,26.3,18.2,0.202
SUS304,cbn,mql,8,3,117.5,0.123,0.32,0.52,4677.0,1730.0,0.28,24.13,44.1,36.3,0.196
S45C,carbide,mql,25,2,124.3,0.238,3.97,8.8,1582.0,754.0,26.35,5301.75,16.1,10.9,0.2077
SKD11,cermet,mql,16,3,45.7,0.128,0.62,1.4,910.0,351.0,0.3,159.55,542.3,169.9,0.0904
SUS304,cbn,dry,20,6,120.5,0.095,1.46,2.73,1918.0,1098.0,4.37,907.58,16.6,3.9,0.0818
S45C,hss,water_soluble,16,2,182.2,0.202,5.82,16.03,3625.0,1468.0,137.05,12032.82,4.9,5.2,0.3306
FC250,hss,dry,12,4,112.6,0.295,3.07,6.53,2987.0,3523.0,70.61,4513.99,4.9,1.8,0.1089
SKD11,cbn,oil,12,3,60.9,0.146,2.15,2.88,1614.0,707.0,4.37,1293.37,252.4,51.8,0.0615
SKD11,carbide,dry,16,6,98.0,0.048,2.94,0.93,1949.0,560.0,1.53,375.85,9.0,9.1,0.3324
S45C,cermet,water_soluble,16,2,187.9,0.147,9.14,26.59,3739.0,1098.0,266.66,22701.45,4.7,3.5,0.17
S45C,cermet,oil,10,4,168.8,0.133,5.65,16.28,5372.0,2852.0,262.49,15554.77,7.3,1.3,0.0563
S45C,cbn,water_soluble,12,4,141.5,0.093,8.73,10.63,3754.0,1392.0,129.25,10960.82,29.8,14.1,0.1358
SUS304,hss,water_soluble,10,2,115.4,0.199,4.71,0.56,3673.0,1463.0,3.85,416.58,5.0,3.3,0.1715
A5052,cbn,dry,6,6,404.4,0.475,9.36,20.23,21452.0,61131.0,11572.71,68687.71,4.8,1.2,0.0693
SUS304,hss,oil,6,6,97.0,0.12,1.54,3.15,5147.0,3710.0,18.01,1392.16,11.2,10.5,0.227
S45C,carbide,dry,16,3,88.7,0.149,2.29,4.08,1765.0,788.0,7.37,1329.78,62.7,33.2,0.1414
S45C,hss,water_soluble,12,3,204.8,0.239,4.48,4.35,5433.0,3901.0,76.06,4456.18,4.6,1.2,0.0737
SUS304,carbide,water_soluble,20,4,83.6,0.041,2.28,3.0,1331.0,220.0,1.51,451.41,133.2,49.5,0.1047
FC250,carbide,oil,10,2,89.7,0.129,9.68,4.87,2856.0,738.0,34.77,2324.95,70.4,49.5,0.1649
S45C,cbn,oil,20,2,119.4,0.185,2.59,5.22,1900.0,705.0,9.52,1595.45,50.5,13.9,0.0953
FC250,hss,oil,25,2,138.4,0.102,2.39,6.78,1762.0,361.0,5.85,634.25,8.0,3.0,0.0987
SUS304,hss,water_soluble,12,3,93.9,0.07,2.24,4.94,2490.0,521.0,5.76,921.05,16.1,1.9,0.0476
SUS304,hss,water_soluble,12,3,70.7,0.104,3.34,3.09,1877.0,583.0,6.01,1275.23,55.0,62.0,0.454
S45C,hss,dry,20,4,137.7,0.159,6.51,2.81,2191.0,1394.0,25.46,3698.75,5.0,2.6,0.164
A5052,cbn,oil,25,6,224.0,0.17,1.88,2.28,2852.0,2902.0,12.39,553.29,58.6,29.7,0.1281
SUS304,carbide,dry,12,3,108.1,0.193,0.4,1.02,2868.0,1660.0,0.68,94.05,18.0,4.5,0.0757
S45C,cbn,dry,12,2,151.2,0.263,9.36,17.08,4010.0,2105.0,336.42,26706.7,7.0,2.3,0.0942
S45C,hss,dry,25,4,120.0,0.189,9.59,25.35,1528.0,1157.0,281.42,58627.07,5.2,3.4,0.1951
A5052,cermet,mql,25,6,150.5,0.196,3.69,10.76,1916.0,2250.0,89.33,5937.07,71.7,8.9,0.0509
S45C,carbide,dry,10,3,184.7,0.208,5.64,15.73,5879.0,3676.0,326.03,17653.21,5.0,2.5,0.1389
SKD11,cermet,water_soluble,16,3,75.0,0.033,0.75,1.34,1492.0,150.0,0.15,48.5,161.3,132.2,0.2007
S45C,hss,water_soluble,10,3,139.1,0.132,5.93,4.74,4427.0,1757.0,49.41,3552.57,5.3,3.5,0.1847
A5052,cermet,oil,16,2,452.1,0.238,11.29,25.76,8993.0,4272.0,1242.11,17585.12,4.9,2.7,0.1686
S45C,carbide,dry,6,6,247.3,0.256,5.77,5.47,13120.0,20153.0,635.82,15425.73,4.9,4.2,0.2172
A5052,cbn,water_soluble,25,3,375.5,0.059,11.01,1.55,4781.0,848.0,14.46,385.19,17.6,7.0,0.1066
SKD11,carbide,dry,20,3,108.6,0.024,2.71,5.47,1728.0,125.0,1.86,513.34,7.0,4.5,0.1922
FC250,hss,mql,25,3,146.7,0.264,2.71,6.65,1868.0,1481.0,26.69,2728.63,5.3,6.1,0.4466
SUS304,hss,dry,12,6,123.3,0.103,2.4,2.56,3271.0,2028.0,12.46,1515.51,4.7,3.9,0.1915
SUS304,cbn,mql,6,3,90.5,0.124,4.71,10.37,4799.0,1787.0,87.22,7231.79,67.9,30.8,0.1374
FC250,cbn,mql,6,3,159.1,0.141,4.97,4.34,8438.0,3578.0,77.18,1746.7,20.9,22.2,0.3331
S45C,cermet,water_soluble,16,3,188.3,0.247,7.15,4.81,3747.0,2776.0,95.34,8099.11,5.2,3.7,0.1994
S45C,cbn,water_soluble,10,3,238.7,0.105,8.45,17.64,7598.0,2394.0,356.6,14939.79,5.3,2.9,0.1607
S45C,hss,oil,20,2,114.7,0.276,3.12,4.23,1825.0,1006.0,13.29,2318.94,7.5,4.9,0.1656
S45C,carbide,mql,25,2,204.0,0.102,4.08,0.59,2598.0,529.0,1.28,157.26,5.3,3.5,0.1901
FC250,cermet,mql,25,3,151.5,0.273,2.13,2.98,1929.0,1582.0,10.07,996.64,12.5,2.6,0.0802
A5052,cbn,water_soluble,8,3,172.6,0.38,5.17,5.71,6869.0,7836.0,231.02,4281.97,66.6,5.1,0.0324
A5052,carbide,mql,6,6,237.7,0.2,7.33,1.08,12610.0,15149.0,119.48,1206.45,16.6,9.1,0.1674
A5052,hss,oil,20,4,182.8,0.401,14.88,16.17,2909.0,4672.0,1123.82,49181.32,4.9,3.1,0.1908
SKD11,hss,mql,20,3,92.0,0.133,0.29,0.66,1464.0,585.0,0.11,36.88,7.9,8.8,0.4703
S45C,cermet,mql,10,6,89.5,0.08,9.33,15.68,2849.0,1372.0,200.77,22428.56,87.4,62.6,0.1899
A5052,cbn,water_soluble,10,2,206.6,0.143,7.88,3.37,6575.0,1880.0,49.96,967.49,57.7,19.4,0.0981
A5052,hss,oil,12,4,479.9,0.352,10.67,4.11,12728.0,17918.0,784.92,7851.66,4.6,2.4,0.1682
S45C,cermet,water_soluble,8,4,146.9,0.126,4.88,4.06,5846.0,2939.0,58.15,3166.01,17.0,17.2,0.2918
S45C,hss,oil,12,2,89.1,0.281,6.79,18.11,2365.0,1329.0,163.35,21989.94,13.5,15.3,0.5148
SUS304,cermet,water_soluble,25,2,103.8,0.168,1.32,3.27,1322.0,444.0,1.91,575.87,29.9,27.5,0.2121
SUS304,cermet,water_soluble,25,2,85.6,0.132,2.91,3.83,1090.0,288.0,3.22,1175.35,69.2,38.4,0.1729
A5052,cermet,oil,12,4,401.4,0.326,4.64,9.27,10648.0,13865.0,596.67,7134.63,5.1,1.5,0.1049
FC250,cermet,water_soluble,6,6,96.0,0.101,7.78,7.25,5092.0,3088.0,174.25,6535.38,93.9,19.9,0.061
FC250,cbn,oil,20,4,196.7,0.065,1.98,1.07,3131.0,808.0,1.72,105.08,22.7,10.4,0.1125
SKD11,hss,water_soluble,25,2,47.9,0.081,1.58,0.58,609.0,99.0,0.09,70.84,250.4,205.4,0.1937
S45C,cbn,dry,16,6,130.7,0.237,9.91,29.71,2600.0,3691.0,1086.37,132987.11,12.4,14.7,0.5299
FC250,hss,mql,25,4,138.0,0.125,8.53,15.61,1756.0,875.0,116.46,12663.41,4.9,3.4,0.1605
FC250,cbn,dry,12,6,101.8,0.08,1.86,3.87,2700.0,1297.0,9.35,661.39,116.2,98.6,0.2001
SKD11,carbide,mql,8,6,76.1,0.082,2.01,3.58,3030.0,1488.0,10.67,1682.25,47.0,40.8,0.2302
SUS304,carbide,oil,6,6,146.8,0.055,4.4,4.11,7789.0,2547.0,46.12,2355.95,5.7,3.1,0.1453
A5052,cbn,mql,8,4,227.0,0.131,0.73,0.85,9033.0,4737.0,2.94,41.4,91.7,28.7,0.0831
SKD11,cermet,water_soluble,12,3,44.8,0.023,0.45,0.75,1187.0,83.0,0.03,11.28,505.9,112.6,0.0825
S45C,cbn,oil,16,2,161.9,0.224,1.0,1.83,3221.0,1445.0,2.63,260.39,20.5,10.2,0.1179
SUS304,cbn,water_soluble,8,4,94.9,0.092,4.98,8.74,3774.0,1386.0,60.27,6353.75,69.6,67.7,0.2646
SKD11,cbn,mql,25,6,115.1,0.113,2.28,3.66,1466.0,990.0,8.25,2687.5,7.0,5.1,0.1799
S45C,cbn,dry,6,2,239.3,0.05,9.0,8.74,12694.0,1277.0,100.34,2516.13,4.7,2.5,0.1327
FC250,hss,mql,20,6,90.2,0.166,7.61,5.45,1435.0,1430.0,59.28,7889.5,20.0,23.0,0.5522
S45C,cermet,water_soluble,16,3,134.1,0.289,8.0,17.51,2667.0,2314.0,323.88,38648.9,12.6,12.7,0.2756
SUS304,cbn,oil,25,3,128.5,0.123,3.5,9.87,1636.0,606.0,20.92,5085.45,13.0,7.6,0.1757
FC250,cermet,mql,8,3,89.5,0.119,2.86,2.4,3559.0,1273.0,8.75,469.3,129.9,51.8,0.1265
SUS304,cbn,mql,8,3,51.4,0.112,0.56,1.66,2044.0,686.0,0.64,124.76,536.1,147.0,0.0739
FC250,cbn,water_soluble,10,4,148.2,0.254,7.8,18.88,4717.0,4784.0,704.52,28525.89,19.4,10.0,0.1463
A5052,carbide,oil,20,6,474.2,0.147,4.21,4.1,7546.0,6659.0,114.85,1937.72,4.9,5.0,0.346
A5052,carbide,water_soluble,8,4,392.7,0.163,4.17,8.05,15625.0,10179.0,341.17,2780.08,5.5,5.7,0.399
FC250,hss,oil,25,4,197.3,0.199,8.58,0.72,2512.0,1997.0,12.41,943.38,5.1,3.0,0.1784
SKD11,carbide,dry,10,3,56.2,0.036,2.46,0.56,1790.0,193.0,0.27,71.41,264.6,94.3,0.1155
FC250,hss,mql,16,6,158.3,0.08,2.17,1.98,3150.0,1518.0,6.53,395.72,5.5,4.3,0.192
FC250,cbn,oil,25,6,102.5,0.273,0.57,1.49,1305.0,2136.0,1.81,265.59,160.3,129.6,0.2058
A5052,carbide,dry,6,3,312.2,0.382,2.36,3.87,16565.0,18977.0,173.02,1329.85,4.7,3.0,0.1521
SUS304,cermet,water_soluble,10,3,63.5,0.17,4.63,11.1,2023.0,1030.0,52.96,10417.39,223.9,161.8,0.1723
FC250,carbide,dry,25,2,185.1,0.181,4.38,4.41,2357.0,854.0,16.49,1336.42,4.8,5.2,0.4201
SKD11,carbide,water_soluble,25,2,31.3,0.138,0.32,0.65,398.0,110.0,0.02,27.77,514.3,264.8,0.1386
SKD11,cermet,water_soluble,10,6,111.7,0.054,0.99,1.52,3554.0,1158.0,1.73,232.76,12.6,10.4,0.2295
SUS304,hss,dry,8,2,117.0,0.032,1.26,2.74,4655.0,301.0,1.04,88.93,5.9,2.8,0.1494
SUS304,cermet,water_soluble,6,6,54.8,0.093,1.58,2.14,2909.0,1626.0,5.51,753.97,459.8,156.8,0.1085
SKD11,cermet,oil,10,2,63.9,0.14,0.3,0.85,2035.0,569.0,0.15,34.07,251.1,42.6,0.0629
FC250,carbide,mql,16,6,143.0,0.24,3.68,4.5,2844.0,4089.0,67.62,4540.9,11.7,2.4,0.0656
SUS304,carbide,oil,25,3,91.6,0.194,3.75,1.17,1166.0,679.0,2.97,1013.66,30.2,23.9,0.19
SUS304,hss,water_soluble,6,3,111.6,0.061,3.49,8.11,5922.0,1087.0,30.8,2069.43,6.7,2.7,0.1326
S45C,carbide,oil,25,6,120.6,0.279,1.24,1.88,1535.0,2574.0,6.01,1245.32,31.5,37.7,0.6081
FC250,carbide,water_soluble,6,2,165.8,0.069,9.21,20.63,8797.0,1209.0,229.67,4986.15,10.5,6.9,0.1684
FC250,carbide,oil,10,3,84.2,0.242,7.37,21.32,2680.0,1948.0,305.94,21801.55,67.3,42.5,0.1552
A5052,hss,oil,25,2,410.5,0.392,9.93,12.07,5226.0,4096.0,491.09,11964.45,4.5,4.4,0.2398
A5052,cermet,water_soluble,10,4,240.5,0.178,14.42,11.68,7655.0,5454.0,918.71,15281.38,15.1,3.0,0.0607
A5052,carbide,dry,12,2,220.5,0.17,1.55,1.97,5849.0,1993.0,6.11,132.97,21.3,6.2,0.0842
SUS304,cbn,mql,20,4,115.2,0.113,4.01,11.08,1833.0,827.0,36.79,7983.66,21.4,13.4,0.1929
SKD11,carbide,mql,25,3,96.3,0.11,1.14,0.8,1226.0,406.0,0.37,145.24,14.1,16.2,0.4712
SUS304,hss,oil,16,3,77.6,0.09,1.32,2.52,1544.0,415.0,1.38,356.03,45.5,1.8,0.0158
S45C,hss,mql,6,3,163.1,0.069,2.31,2.57,8651.0,1801.0,10.68,393.13,5.1,5.4,0.3281
SUS304,carbide,water_soluble,20,4,52.6,0.056,3.25,1.18,837.0,187.0,0.72,341.3,483.8,24.3,0.0205
SKD11,hss,mql,25,3,88.8,0.07,2.08,3.89,1131.0,237.0,1.92,811.29,6.7,4.4,0.1958
S45C,cermet,oil,25,6,223.0,0.087,8.97,12.37,2839.0,1474.0,163.53,18336.17,5.4,2.6,0.1238
S45C,hss,dry,8,2,172.7,0.095,3.8,10.65,6873.0,1305.0,52.85,2447.37,5.1,4.1,0.1842
A5052,hss,dry,8,3,304.7,0.333,2.63,7.66,12124.0,12108.0,243.92,2561.51,4.8,4.4,0.2519
SKD11,carbide,oil,12,3,78.7,0.144,1.3,1.92,2088.0,904.0,2.25,515.13,39.2,26.9,0.2093
S45C,carbide,dry,8,4,149.0,0.142,8.36,4.34,5930.0,3379.0,122.56,6579.27,5.6,1.1,0.0628
SUS304,cbn,mql,20,3,61.1,0.171,3.13,2.16,972.0,498.0,3.38,1383.34,478.2,97.7,0.0665
SKD11,cbn,water_soluble,25,4,45.8,0.038,0.55,1.02,583.0,89.0,0.05,41.44,463.3,293.8,0.1585
S45C,carbide,mql,20,2,191.7,0.12,0.77,1.26,3051.0,732.0,0.71,74.19,7.5,6.6,0.2134
FC250,cbn,oil,20,3,167.8,0.19,2.63,4.27,2671.0,1524.0,17.15,1226.03,19.4,2.3,0.0569
S45C,cermet,mql,8,4,81.7,0.112,1.49,3.55,3249.0,1454.0,7.68,752.66,232.2,232.1,0.3147
A5052,carbide,mql,8,4,385.8,0.224,10.4,26.97,15351.0,13761.0,3860.76,32021.49,5.4,1.1,0.0649
SKD11,cermet,mql,8,4,103.4,0.139,2.38,6.98,4114.0,2294.0,38.06,4416.95,6.4,4.5,0.2047
S45C,cbn,dry,25,4,182.4,0.295,3.97,5.72,2322.0,2738.0,62.18,8523.54,5.3,2.2,0.1372
FC250,carbide,dry,10,4,130.4,0.065,5.15,12.66,4151.0,1084.0,70.64,3249.98,15.9,3.8,0.0836
SKD11,carbide,dry,8,3,72.1,0.135,2.35,5.81,2870.0,1167.0,15.91,2646.14,28.9,16.4,0.1724
SKD11,carbide,water_soluble,10,3,33.5,0.144,0.33,0.93,1066.0,462.0,0.14,63.46,502.4,42.0,0.0383
FC250,carbide,mql,10,3,138.6,0.225,9.87,13.35,4412.0,2983.0,393.23,17020.32,9.7,6.8,0.1861
SUS304,carbide,water_soluble,16,3,120.5,0.085,3.01,5.56,2397.0,608.0,10.16,1687.05,12.9,12.0,0.2561
FC250,hss,mql,20,6,141.2,0.094,8.16,21.8,2247.0,1265.0,225.09,19132.93,4.7,1.4,0.0917
SKD11,cbn,oil,6,2,68.3,0.149,0.47,1.28,3622.0,1083.0,0.66,86.57,239.8,235.3,0.3194
FC250,hss,dry,10,3,113.3,0.258,1.41,0.91,3607.0,2791.0,3.59,190.2,8.3,7.5,0.2158
A5052,cbn,mql,16,2,275.5,0.255,0.91,1.36,5481.0,2793.0,3.43,79.63,36.6,31.0,0.2273
A5052,cbn,dry,25,2,409.9,0.161,3.86,11.02,5219.0,1684.0,71.54,1745.15,4.6,3.6,0.2192
A5052,hss,mql,20,4,450.9,0.4,4.06,9.46,7177.0,11484.0,440.66,7817.45,4.7,1.3,0.0938
A5052,cermet,oil,10,3,336.8,0.363,11.72,1.77,10720.0,11677.0,241.83,2872.32,4.6,3.0,0.169
SKD11,carbide,dry,12,2,43.1,0.044,0.77,0.93,1144.0,101.0,0.07,30.36,489.5,196.5,0.1139
A5052,hss,dry,12,3,477.1,0.371,1.03,1.48,12655.0,14095.0,21.6,217.32,5.5,3.1,0.169
S45C,cermet,water_soluble,16,6,143.2,0.124,1.95,1.24,2848.0,2123.0,5.12,572.01,23.6,7.6,0.0914
S45C,cermet,oil,10,4,163.7,0.275,2.31,6.82,5210.0,5723.0,90.08,5503.39,8.1,6.9,0.2218
SUS304,hss,dry,20,6,68.6,0.092,0.91,1.51,1092.0,602.0,0.83,300.97,52.7,6.9,0.051
SKD11,hss,dry,6,6,69.9,0.023,0.31,0.86,3710.0,509.0,0.14,17.67,51.0,57.9,0.4162
A5052,cermet,mql,10,6,419.4,0.483,11.8,26.31,13349.0,38679.0,12012.56,114579.94,4.7,4.8,0.3057
SKD11,hss,mql,25,6,90.6,0.06,0.3,0.87,1153.0,412.0,0.11,44.71,11.4,2.9,0.0892
S45C,cbn,mql,12,6,236.5,0.122,7.49,17.53,6272.0,4591.0,602.76,30588.49,5.1,1.1,0.0759
SKD11,cbn,dry,12,2,113.4,0.024,2.37,0.84,3008.0,145.0,0.29,45.93,12.1,1.9,0.0625
SUS304,cbn,water_soluble,25,6,93.2,0.051,0.67,1.53,1187.0,362.0,0.37,123.96,223.5,30.4,0.0553
SKD11,cermet,water_soluble,8,4,86.5,0.115,1.94,5.65,3444.0,1590.0,17.42,2415.35,28.5,18.9,0.1867
SUS304,carbide,mql,16,6,126.9,0.15,0.49,1.03,2525.0,2275.0,1.14,180.09,13.9,15.0,0.3354
A5052,hss,oil,10,2,165.0,0.127,6.77,7.56,5253.0,1333.0,68.31,1655.96,17.5,18.7,0.3459
SUS304,carbide,oil,20,4,90.0,0.182,2.63,4.53,1433.0,1043.0,12.44,3455.29,41.0,9.2,0.0735
FC250,carbide,dry,20,6,103.4,0.079,7.53,17.52,1646.0,776.0,102.39,11881.8,33.4,10.5,0.0824
A5052,cermet,water_soluble,20,2,448.2,0.332,13.87,1.55,7133.0,4731.0,102.03,1821.26,5.2,1.3,0.0798
FC250,hss,mql,16,6,142.9,0.279,9.75,8.03,2843.0,4754.0,372.29,25012.3,5.1,2.9,0.1363
A5052,carbide,mql,16,3,469.1,0.373,2.03,1.84,9333.0,10438.0,38.84,529.9,4.9,2.1,0.1156
A5052,carbide,water_soluble,25,3,286.7,0.395,6.96,7.55,3651.0,4323.0,227.03,7917.5,7.5,1.4,0.0659
S45C,carbide,dry,25,2,234.1,0.29,0.75,2.22,2981.0,1727.0,2.86,305.18,5.3,2.0,0.0943
FC250,hss,dry,12,2,100.4,0.174,4.98,14.3,2664.0,925.0,65.89,4724.67,8.6,9.8,0.5182
S45C,carbide,water_soluble,10,2,139.1,0.15,3.93,9.82,4428.0,1328.0,51.25,3683.69,15.1,17.8,0.4644
S45C,cbn,water_soluble,16,2,180.0,0.107,6.63,6.99,3580.0,769.0,35.63,3167.45,11.5,4.6,0.114
SUS304,cermet,mql,12,6,102.5,0.132,2.96,5.99,2719.0,2152.0,38.19,5589.61,22.4,20.7,0.2701
SUS304,hss,oil,16,6,94.3,0.124,0.84,1.32,1875.0,1393.0,1.55,328.16,15.4,9.2,0.1779
SUS304,hss,dry,12,6,118.0,0.075,2.31,2.98,3130.0,1403.0,9.65,1227.07,5.0,5.3,0.3363
S45C,carbide,mql,8,2,117.3,0.17,0.9,1.52,4669.0,1592.0,2.19,149.28,44.9,19.7,0.1433
SUS304,carbide,water_soluble,25,6,63.5,0.174,3.09,8.66,808.0,844.0,22.55,11100.74,225.4,178.3,0.19
A5052,carbide,water_soluble,6,4,288.8,0.496,2.76,2.47,15321.0,30391.0,207.53,1724.69,8.4,4.9,0.158
SUS304,hss,mql,10,3,117.7,0.149,2.82,7.54,3747.0,1671.0,35.53,3772.51,4.9,4.8,0.2813
SKD11,cbn,dry,20,2,91.1,0.038,1.44,1.75,1451.0,111.0,0.28,92.12,35.0,27.9,0.1854
FC250,cbn,mql,25,3,148.9,0.129,5.37,4.35,1896.0,733.0,17.11,1723.49,25.2,8.2,0.1052
SKD11,hss,mql,16,4,98.2,0.1,2.4,2.74,1954.0,784.0,5.17,1263.29,5.1,5.2,0.3249
S45C,hss,dry,12,4,198.6,0.169,8.44,17.34,5267.0,3560.0,521.02,31485.74,4.7,5.6,0.5981
S45C,cbn,dry,6,6,126.2,0.173,4.35,2.63,6697.0,6932.0,79.39,3773.18,26.2,27.1,0.3044
SUS304,cermet,dry,8,4,60.9,0.165,1.1,0.6,2421.0,1594.0,1.06,174.18,305.8,122.1,0.1285
SUS304,cbn,oil,25,4,118.3,0.082,2.93,8.23,1506.0,496.0,11.95,3156.35,24.1,19.9,0.2295
A5052,hss,mql,20,2,287.2,0.43,12.2,18.93,4572.0,3930.0,907.76,25281.43,4.8,1.6,0.1123
SUS304,cermet,oil,6,3,108.4,0.093,1.96,4.09,5753.0,1602.0,12.82,887.02,26.4,13.3,0.1526
A5052,carbide,water_soluble,6,6,342.7,0.188,8.24,3.75,18179.0,20537.0,634.65,4444.92,6.6,6.5,0.2765
SKD11,cermet,dry,20,2,61.9,0.053,2.76,7.14,985.0,104.0,2.05,992.1,118.6,132.5,0.4934
SKD11,hss,dry,16,6,116.8,0.095,0.62,0.93,2323.0,1318.0,0.76,156.24,5.0,1.9,0.0993
SUS304,carbide,water_soluble,25,2,109.4,0.167,2.31,1.23,1393.0,465.0,1.32,377.05,20.0,22.9,0.5266
A5052,carbide,oil,20,2,322.1,0.443,4.87,2.75,5126.0,4539.0,60.73,1508.3,5.4,4.9,0.2078
S45C,carbide,oil,16,3,83.0,0.151,9.3,10.18,1650.0,749.0,70.88,13670.95,92.2,22.8,0.0694
SKD11,hss,water_soluble,12,3,72.5,0.087,2.54,5.76,1923.0,501.0,7.33,1819.91,16.8,10.2,0.1821
SUS304,cbn,mql,12,3,112.6,0.095,0.93,1.38,2986.0,855.0,1.09,145.29,50.7,32.3,0.1737
S45C,cbn,water_soluble,12,2,141.8,0.207,6.9,4.76,3760.0,1560.0,51.21,4334.4,20.4,5.4,0.0813
S45C,carbide,oil,6,3,184.9,0.245,5.88,4.44,9808.0,7204.0,188.29,6110.79,5.1,1.7,0.0939
FC250,hss,oil,12,6,95.3,0.065,9.96,11.88,2527.0,992.0,117.35,8868.94,21.7,19.8,0.2197
FC250,cermet,water_soluble,12,3,80.2,0.127,3.15,4.02,2126.0,810.0,10.24,919.94,202.6,168.7,0.2207
SKD11,carbide,water_soluble,12,3,70.6,0.107,0.95,1.47,1872.0,601.0,0.84,214.5,96.7,108.1,0.468
SUS304,cermet,mql,8,2,72.4,0.091,1.38,2.61,2881.0,525.0,1.9,261.87,235.5,103.6,0.1435
A5052,cbn,mql,20,4,173.5,0.372,10.7,10.97,2762.0,4104.0,481.62,22204.83,46.3,28.5,0.1757
S45C,cermet,mql,8,3,116.2,0.148,3.52,2.02,4623.0,2048.0,14.58,1003.45,35.2,39.1,0.4578
A5052,cbn,dry,25,2,157.7,0.287,4.13,1.86,2009.0,1153.0,8.85,561.04,59.4,58.8,0.2835
SUS304,hss,dry,6,4,53.4,0.169,1.24,2.37,2834.0,1918.0,5.64,791.28,121.8,130.2,0.3653
FC250,cbn,dry,6,6,190.5,0.221,4.94,1.83,10104.0,13405.0,121.38,2294.26,5.3,1.4,0.0831
SUS304,carbide,water_soluble,6,4,141.9,0.097,0.63,0.98,7529.0,2924.0,1.79,94.48,10.2,1.3,0.0489
S45C,cermet,oil,25,3,85.6,0.067,2.95,5.04,1089.0,220.0,3.27,954.26,204.9,97.0,0.1178
SKD11,carbide,dry,16,4,59.1,0.086,2.09,3.89,1176.0,406.0,3.29,1336.87,114.7,70.9,0.1554
SUS304,hss,oil,20,3,62.8,0.104,0.9,1.6,999.0,310.0,0.45,177.58,132.7,12.3,0.0474
FC250,carbide,water_soluble,6,6,124.0,0.24,5.11,3.48,6580.0,9483.0,168.8,4899.65,21.9,4.5,0.08
S45C,carbide,oil,12,4,186.9,0.155,4.48,1.0,4959.0,3068.0,13.69,878.66,5.2,3.2,0.1858
SKD11,cbn,mql,25,4,103.0,0.108,0.88,1.64,1312.0,565.0,0.81,296.24,18.6,9.2,0.1495
A5052,carbide,water_soluble,16,6,294.0,0.321,15.0,15.04,5848.0,11273.0,2543.37,55372.88,5.0,1.2,0.0799
SKD11,cermet,water_soluble,20,4,62.5,0.039,1.13,1.82,995.0,155.0,0.32,152.7,354.7,164.3,0.144
S45C,cermet,mql,12,4,210.7,0.217,8.62,24.32,5590.0,4851.0,1016.92,57907.25,4.7,3.5,0.2285
A5052,hss,dry,16,6,428.8,0.228,2.73,7.13,8530.0,11690.0,227.35,3393.66,4.6,1.8,0.1061
A5052,cbn,mql,12,4,384.9,0.481,11.66,18.32,10209.0,19645.0,4196.0,52329.83,4.8,1.3,0.0735
A5052,carbide,mql,25,2,372.3,0.457,10.62,11.44,4740.0,4335.0,526.84,14151.5,5.4,1.6,0.0908
S45C,cbn,oil,16,4,191.2,0.172,3.98,7.88,3805.0,2616.0,82.07,6866.26,6.7,7.5,0.4471
A5052,hss,dry,25,4,180.1,0.075,13.23,29.21,2293.0,688.0,265.73,14752.87,7.5,1.1,0.0498
A5052,carbide,water_soluble,25,6,200.2,0.25,5.65,8.65,2548.0,3829.0,187.16,9350.36,26.9,3.6,0.0594
FC250,cermet,oil,8,2,83.8,0.163,8.72,4.37,3335.0,1086.0,41.41,2371.52,94.8,42.0,0.1289
FC250,hss,dry,6,4,163.0,0.057,6.37,3.12,8649.0,1981.0,39.34,868.6,5.4,2.2,0.1229
SUS304,hss,mql,25,2,54.3,0.088,0.66,1.08,692.0,122.0,0.09,50.27,311.7,115.7,0.0965
FC250,hss,oil,8,6,146.6,0.081,4.75,8.33,5832.0,2850.0,112.79,3694.04,5.4,1.4,0.0868
SKD11,carbide,dry,20,4,74.2,0.059,1.77,3.71,1181.0,281.0,1.84,743.88,45.0,22.2,0.1239
SKD11,hss,mql,10,3,77.4,0.037,1.53,2.78,2462.0,271.0,1.15,223.19,19.1,11.6,0.1634
SUS304,hss,water_soluble,20,2,132.7,0.144,4.5,1.24,2112.0,608.0,3.41,641.97,5.1,1.2,0.0767
S45C,cermet,oil,6,6,241.7,0.102,7.26,16.3,12820.0,7829.0,926.85,23012.51,5.4,6.3,0.4901
SKD11,hss,water_soluble,16,6,66.3,0.061,2.81,6.78,1320.0,484.0,9.24,3342.27,32.0,35.5,0.3721
S45C,carbide,dry,25,3,209.5,0.285,1.58,3.49,2667.0,2277.0,12.55,1497.25,5.5,2.2,0.1153
S45C,carbide,water_soluble,20,2,153.3,0.292,6.97,6.94,2440.0,1425.0,68.91,8991.07,6.1,1.8,0.09
A5052,carbide,mql,12,6,218.6,0.312,11.9,5.49,5798.0,10850.0,709.13,15571.63,13.1,5.5,0.1365
SUS304,cermet,mql,16,6,79.0,0.119,0.67,0.68,1571.0,1122.0,0.51,129.54,178.0,110.3,0.1428
